_id,node_id,name,type,incorporation_date,struck_off_date,closed_date,jurisdiction,jurisdiction_description,countries,country_codes,sourceID,valid_until,note
1191349,80081388,Inversiones de Plata Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191350,80081398,INVESCO Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191351,80081411,Investec Trust (Switzerland) SA,,,,,,,Switzerland,CHE,Paradise Papers - Appleby,Appleby data is current through 2014,
1191352,80081585,Irmayani Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191353,80081662,IsariaGroup,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191354,80081753,Isnard Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191355,80081815,Italian Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191356,80082019,Group - J. Rothschild,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191357,80082430,James Mellon and John Selby Smith,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191358,80082586,Japonica Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191359,80082680,Javelin Re Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191360,80082737,JdB Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191361,80082992,JER Real Estate Advisors (UK) LImited,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191362,80082996,Jersey Trust Company,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191363,80083014,Jessie Coward Will Trust - The Trustees of The,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191364,80083133,Jianhua,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191365,80083333,Jobel Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191366,80083361,Joe MacDonald Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191367,80083498,John McCrohon Wolstenholme Rimmer and Sean Dowling as Trustees of the Clarence Settlement,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191368,80083501,John McCrohon Wolstenholme Rimmer & David Anthony Croft Lever as Trustees of The Edna Constance Hankinson Will Trust,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191369,80083502,John McCrohon Wolstenholme Rimmer & Simon Thomas Hugh Cain as Trustees of The Patrick O'Neill Settlement,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191370,80083503,John McCrohon Wolstenholme Rimmer & Simon Thomas Hugh Cain as Trustees of The Brendan O'Neill Settlement,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191371,80083504,John McCrohon Wolstenholme Rimmer & Simon Thomas Hugh Cain as Trustees of The Sean Minihane Settlement,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191372,80083505,"John McCrohon Wolstenholme Rimmer, Paul Seaward, Christine Barbara Tongue & Lorna Christine Tongue as Trustees of The J A Tongue Settlement",,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191373,80083506,"John McCrohon Wolstenholme Rimmer, Paul David Morris & Michael Frank Gordon Crowe as Trustees of The CTAH Wheler 2004 Trust",,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191374,80083507,John McCrohon Wolstenholme Rimmer and Sean Kevin Dowling as Trustees of the Margaret Taylor deceased Trust,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191375,80083510,John McCrohon Wolstenholme Rimmer & Stewart Henderson Fleming as Trustees of The James Richard Armitage Trust,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191376,80083614,Johnson Electric Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191377,80083875,Jones - Alice,,,,,,,United Kingdom,GBR,Paradise Papers - Appleby,Appleby data is current through 2014,
1191378,80084532,The J G Kennedy 1997 Settlement,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191379,80084534,The Brice Manx Settlement,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191380,80084840,Kane Group Limited - Guernsey,,,,,,,Guernsey,GGY,Paradise Papers - Appleby,Appleby data is current through 2014,
1191381,80084841,Kane Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191382,80085226,Katanga Mining Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191383,80085443,KBDA Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191384,80085445,KBN Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191385,80085451,KCP Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191386,80085506,Kearns - Joe,,,,,,,Ireland,IRL,Paradise Papers - Appleby,Appleby data is current through 2014,
1191387,80085744,Kellogg Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191388,80085961,Kendris Private Limited,,,,,,,Switzerland,CHE,Paradise Papers - Appleby,Appleby data is current through 2014,
1191391,80086103,Kenwood Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191392,80086374,Khan and Khan Niazi - Muhammad Ali and Muhammad Hussain,,,,,,,Pakistan;United Arab Emirates,PAK;ARE,Paradise Papers - Appleby,Appleby data is current through 2014,
1191393,80086378,Khan Bank,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191394,80086692,Kim Davenport Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191395,80086967,Kingston/Liverpool Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191396,80087011,Kinnish - Jessie Hilda,,,,,,,Isle of Man;United Kingdom,IMN;GBR,Paradise Papers - Appleby,Appleby data is current through 2014,
1191397,80087227,Kitson Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191398,80087341,Kleinwort Benson (Jersey) Trustees Limited,,,,,,,Jersey,JEY,Paradise Papers - Appleby,Appleby data is current through 2014,
1191399,80087342,Kleinwort Benson (Guernsey) Trustees Limited,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191400,80087387,Kling Mazuera - Johannes,,,,,,,Canada;Colombia,CAN;COL,Paradise Papers - Appleby,Appleby data is current through 2014,
1191402,80089408,Langford Limited,,,,,,,Isle of Man,IMN,Paradise Papers - Appleby,Appleby data is current through 2014,
1191403,80089481,Ladies' Trust Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191404,80090200,Langan - Michael James,,,,,,,Ireland,IRL,Paradise Papers - Appleby,Appleby data is current through 2014,
1191405,80090378,Lariat Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191406,80090505,Last Atlantis Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191407,80090524,Lateen Partnership,,,,,,,Isle of Man,IMN,Paradise Papers - Appleby,Appleby data is current through 2014,
1191408,80090762,Laundry Warrior Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191409,80090916,Law Brothers Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191410,80092065,Leif Hoegh Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191411,80093007,LEYTON GROUP,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191412,80093010,LFG Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191413,80093024,LGT Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191414,80093033,Lhotse Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191415,80093041,Li & Fung Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191416,80093257,Liberty Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191417,80093348,Lido Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191418,80093467,Lightship Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191419,80093586,Lily Pond Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191420,80093674,Limitless International Holdings Limited,,,,,,,China,CHN,Paradise Papers - Appleby,Appleby data is current through 2014,
1191421,80093928,Linden Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191422,80094010,line managment,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191423,80094011,Line Management Services Limited,,,,,,,Gibraltar,GIB,Paradise Papers - Appleby,Appleby data is current through 2014,
1191424,80094413,LItchfield Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191425,80094763,Livanos Group,,,,,,,Monaco,MCO,Paradise Papers - Appleby,Appleby data is current through 2014,
1191426,80094903,Lloyd George Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191427,80094960,Loades - Olive Emily,,,,,,,Isle of Man;United Kingdom,IMN;GBR,Paradise Papers - Appleby,Appleby data is current through 2014,
1191428,80095275,LONDAMST GROUP,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191429,80095300,London Mining Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191430,80095323,Lone Pine Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191431,80095439,Loon Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191432,80096199,Lumen Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191433,80096204,Luminus Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191434,80096242,Lundin Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191435,80096462,LVGM Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191436,80096484,Lyle - J. R. B.,,,,,,,United Kingdom;United States,GBR;USA,Paradise Papers - Appleby,Appleby data is current through 2014,
1191437,80096530,Lyndhurst Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191438,80096618,The Giovanni Moneta Will Trust,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191439,80096619,The John Robert Moore Charitable Trust,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191440,80096622,Millennium Court Management Limited,,,,,,,Isle of Man,IMN,Paradise Papers - Appleby,Appleby data is current through 2014,
1191441,80096623,Mossbank Investments Limited,,,,,,,Isle of Man,IMN,Paradise Papers - Appleby,Appleby data is current through 2014,
1191442,80096628,The Valley Partnership,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191443,80096631,The Michael Murphey Discretionary Settlement,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191444,80096870,Mackenzie Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191445,80096872,Mackenzie Global Macro Asian Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191446,80096898,Mackie Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191447,80097014,Macquarie Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191448,80097211,Magna Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191449,80097407,Main Line Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191450,80097517,Makshaff Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191451,80097783,Mandarin Offshore Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191452,80097832,Man Group Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191453,80097847,"Manivest Xing Zhong (Shanghai) Consulting Co., Ltd.",,,,,,,China,CHN,Paradise Papers - Appleby,Appleby data is current through 2014,
1191454,80098016,Manulife Group,,,,,,,Canada,CAN,Paradise Papers - Appleby,Appleby data is current through 2014,
1191455,80098102,Mapleridge Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191456,80098158,Marathon Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191457,80098163,Marathon Pharmaceutical Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191458,80098395,MARK GROUP,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191459,80098410,Mark Morris & David Gerard Nagle,,,,,,,Isle of Man,IMN,Paradise Papers - Appleby,Appleby data is current through 2014,
1191460,80098524,Marriott Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191461,80098545,Mars Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191462,80098575,Marshall - Anthony,,,,,,,United Kingdom,GBR,Paradise Papers - Appleby,Appleby data is current through 2014,
1191463,80098835,Martin R Cooper Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191464,80098900,Marvell Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191465,80099215,Matrix Property Fund Management LLP,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191466,80099373,Maurice Tunney and Polar One Holdings Limited,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191467,80099415,Maxdo Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191468,80099448,MaxVest Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191469,80099477,Maybury Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191470,80099634,MC2 Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191471,80099643,McAfee Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191472,80099745,McCann Fitzgerald,,,,,,,Ireland,IRL,Paradise Papers - Appleby,Appleby data is current through 2014,
1191473,80099980,MCD Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191474,80100764,Meadowbrook Managed Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191475,80100802,Mebco Limited Partnership,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191476,80100847,MedicX Holdings Limited,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191477,80101058,Mela Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191478,80101074,Melco Crown Entertainment Limited,,,,,,,Cayman Islands,CYM,Paradise Papers - Appleby,Appleby data is current through 2014,
1191479,80101198,MENA Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191480,80101399,Mercury Capital Investment Limited,,,,,,,China,CHN,Paradise Papers - Appleby,Appleby data is current through 2014,
1191481,80101444,Meridian Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191482,80101459,Merisol UK Limited,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191483,80101622,Metacure Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191484,80101665,Metrostar Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191485,80101788,MGPA Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191486,80101962,Microsemi Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191487,80102378,Millicom Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191488,80102583,Minihane - Sean Martin,,,,,,,Ireland,IRL,Paradise Papers - Appleby,Appleby data is current through 2014,
1191489,80102943,Mount Kellett Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191490,80102960,MKS Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191491,80103001,Mobileserv UK Holdco 2 Limited,,,,,,,United Kingdom,GBR,Paradise Papers - Appleby,Appleby data is current through 2014,
1191492,80103230,Molson Family,,,,,,,Canada,CAN,Paradise Papers - Appleby,Appleby data is current through 2014,
1191493,80103252,Monaghan Middlebrook Mushrooms Limited,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191494,80103435,Mont Pelerin Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191495,80103438,Montpelier Re Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191496,80103442,Montpellier Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191497,80103666,Martin Moore & Stephen Humphrey as Trustees of the E Clucas Charitable Trust,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191498,80104287,Motyer Family,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191499,80104538,M. Square Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191500,80104542,MStar Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191501,80104732,Mulleady - John,,,,,,,United Kingdom,GBR,Paradise Papers - Appleby,Appleby data is current through 2014,
1191502,80104824,Mundipharma Group,,,,,,,Bermuda,BMU,Paradise Papers - Appleby,Appleby data is current through 2014,
1191503,80105177,MVJets Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191504,80105305,Nabors Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191505,80105775,NatWell Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191506,80105799,Nautilus Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191507,80105887,NCR Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191508,80106115,Nerine Trust Company Limited,,,,,,,Guernsey,GGY,Paradise Papers - Appleby,Appleby data is current through 2014,
1191509,80106149,NetApp Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191510,80106321,NewLead Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191511,80106364,New Ocean Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191512,80106466,NFSB Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191513,80106997,Nike Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191514,80107222,NOCM Re Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191515,80107301,Nomura Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191516,80107310,NONE,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191517,80107364,Nordic Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191518,80107537,Northstar Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191519,80107638,Novartis Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191520,80107867,Oak Hill Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191523,80108073,Ocean View Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191524,80108145,Octant Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191525,80108255,Offerna LLC,,,,,,,Egypt,EGY,Paradise Papers - Appleby,Appleby data is current through 2014,
1191526,80108271,OFFSHORE ICC LTD.,,,,,,,China,CHN,Paradise Papers - Appleby,Appleby data is current through 2014,
1191527,80108422,Oi Wah Pawnshop Credit Limited,,,,,,,Hong Kong,HKG,Paradise Papers - Appleby,Appleby data is current through 2014,
1191528,80108474,Okigbo - Pius Nebolisa,,,,,,,Nigeria;United States,NGA;USA,Paradise Papers - Appleby,Appleby data is current through 2014,
1191529,80108628,Olive Stone Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191530,80108742,Omega Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191531,80109043,Orca Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191532,80109119,Belmond Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191533,80109137,Orion Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191534,80109253,Osama El-Haddad Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191535,80109584,Oviation Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191536,80109724,Pacific Andes Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191537,80109760,Pacific Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191538,80110075,Palm Tree Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191539,80110085,Palo Verde Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191540,80110115,Panacea SPC,,,,,,,Cayman Islands,CYM,Paradise Papers - Appleby,Appleby data is current through 2014,
1191541,80110116,Panacea Trust,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191542,80110252,Pan Orient Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191543,80110276,Panther Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191544,80110441,Par Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191545,80110478,Parkdale Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191546,80110650,Parry - Gabrielle Theresa Mary,,,,,,,Isle of Man;United Kingdom,IMN;GBR,Paradise Papers - Appleby,Appleby data is current through 2014,
1191547,80110693,Partners Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191548,80110759,Passion Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191549,80110846,Pathfinder Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191550,80110965,Paul David Morris & Paul Seaward as Trustee of the Isabel Elliott Settlement,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191551,80110966,Paul David Morris & Michael Frank Gordon Crowe as Trustees of The M M Buchanan 1997 Settlement,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191552,80110967,Trustees of The Sydney Shimmin Corlett Will Trust,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191553,80110969,Paul David Morris & Sharon Roberts as Trustees of The John Winston Harrison Trust,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191554,80110970,Paul David Morris & Paul Anthony Herbert as Trustees of The Richard Lionel Herbert Trust,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191555,80110972,Paul David Morris & John McCrohon Wolstenholme Rimmer as Trustees of The Kelly Settlement,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191556,80110973,Paul David Morris & Michael Frank Gordon Crowe as Trustees of the Lorimer Settlement,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191557,80111515,PEN Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191558,80111719,PERENCO UK,,,,,,,United Kingdom,GBR,Paradise Papers - Appleby,Appleby data is current through 2014,
1191559,80111764,Performa Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191560,80111982,Pertamina Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191561,80112035,Peter Holmes Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191562,80112163,Petro-Canada Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191563,80112348,PHI Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191564,80112357,Philadelphia Financial Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191565,80112574,Pico Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191566,80112842,Pinnacle Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191567,80112995,Pitt Family,,,,,,,Bermuda,BMU,Paradise Papers - Appleby,Appleby data is current through 2014,
1191568,80113016,Pivotal Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191569,80113192,PMA Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191570,80113298,Polis Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191571,80113385,Poly Metal Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191572,80113667,Ports Design,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191573,80113680,Poseidon Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191574,80114299,Primicia Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191575,80114301,Primordia Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191576,80114469,Project FEM,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191577,80114472,Project Global Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191578,80114473,Project Gold Companies,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191579,80114475,Project Victory,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191580,80114745,Pulsar Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191581,80114889,Q & S Re Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191582,80114945,QIHONG INTERNATIONAL BUSINESS LIMITED,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191583,80114971,QInvest LLC,,,,,,,Qatar,QAT,Paradise Papers - Appleby,Appleby data is current through 2014,
1191584,80115064,Quantum Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191585,80115318,Cronkbourne Sports & Social Club Limited,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191586,80115573,RAK Petroleum Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191587,80115635,RAM Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191588,80115699,Ramsey Golf Links Limited,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191589,80115957,Rauschule Lynch Consultant Limited,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191590,80116132,RBS Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191591,80116233,Xchanging Global Insurance Systems Limited,,,,,,,United Kingdom,GBR,Paradise Papers - Appleby,Appleby data is current through 2014,
1191592,80116246,Recipco Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191593,80116323,Redmond Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191594,80116350,Red Star Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191595,80116685,Releck Limited as Corporate Trustee of the A R Allana Settlement,,,,,,,Isle of Man,IMN,Paradise Papers - Appleby,Appleby data is current through 2014,
1191596,80116723,Remora Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191597,80116749,Renaissance Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191598,80116880,Resolution Life Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191599,80116941,Revelation Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191600,80117035,Rezayat Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191601,80117049,RG Capital Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191602,80117328,Rich Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
1191603,80117351,Richmond Group,,,,,,,,,Paradise Papers - Appleby,Appleby data is current through 2014,
